	tool	gfa_id	msa	obj_function	penalization	min_len	len_graph	n_nodes	n_edges	is_acyclic	weakly_connected_components	len_shared_nodes	perc_len_shared_nodes
486	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	7	3	14090	877	1176	acyclic	1	13383	94.98
487	pangeblocks	L-3139	mafft.op3-ep0	weighted	7	3	7474	243	325	acyclic	1	7229	96.72
488	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	7	3	6578	53	70	acyclic	1	6401	97.31
489	pangeblocks	G-3135	mafft.op3-ep0	weighted	7	3	4211	165	220	acyclic	1	4090	97.13
490	pangeblocks	F-3134	mafft.op3-ep0	weighted	7	3	16138	85	115	acyclic	1	2186	13.55
491	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	7	3	5269	178	239	acyclic	1	5112	97.02
492	pangeblocks	J-3137	mafft.op3-ep0	weighted	7	3	4020	106	142	acyclic	1	3936	97.91
493	pangeblocks	K-3138	mafft.op3-ep0	weighted	7	3	3305	326	442	acyclic	1	3069	92.86
494	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	7	3	16267	150	200	acyclic	1	16140	99.22
495	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	7	3	19503	1858	2551	acyclic	1	4527	23.21
496	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	7	3	13393	638	865	acyclic	1	12816	95.69
497	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	7	3	17061	263	359	acyclic	1	16657	97.63
498	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	7	3	9111	2825	3900	acyclic	1	6112	67.08
499	pangeblocks	C-3107	mafft.op3-ep0	weighted	7	3	3578	498	672	acyclic	1	3205	89.58
500	pangeblocks	B-3106	mafft.op3-ep0	weighted	7	3	4186	474	646	acyclic	1	3162	75.54
501	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	7	3	17130	643	879	acyclic	1	5506	32.14
502	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	7	3	24743	4329	6003	acyclic	1	8141	32.9
503	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	7	3	4520	29	38	acyclic	1	4499	99.54
504	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	7	3	15801	453	611	acyclic	1	11611	73.48
505	pangeblocks	A-3105	mafft.op3-ep0	weighted	7	3	61077	1892	2567	acyclic	1	2981	4.88
506	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	7	3	15081	250	333	acyclic	1	4829	32.02
507	pangeblocks	H-3136	mafft.op3-ep0	weighted	7	3	3422	235	315	acyclic	1	3224	94.21
508	pangeblocks	V-352962	mafft.op3-ep0	weighted	7	3	1098	54	74	acyclic	1	959	87.34
509	pangeblocks	E-3133	mafft.op3-ep0	weighted	7	3	4804	13	16	acyclic	1	4796	99.83
510	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	7	3	8774	32	42	acyclic	1	8752	99.75
511	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	7	3	5469	116	154	acyclic	1	5393	98.61
512	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	7	3	4854	54	71	acyclic	1	3695	76.12
513	pangeblocks	DQA1-3117	mafft.op3-ep0	weighted	5	5	19504	1858	2551	acyclic	1	4527	23.21
514	pangeblocks	DRB3-3125	mafft.op3-ep0	weighted	5	5	13393	638	865	acyclic	1	12816	95.69
515	pangeblocks	DMB-3109	mafft.op3-ep0	weighted	5	5	6578	53	70	acyclic	1	6401	97.31
516	pangeblocks	A-3105	mafft.op3-ep0	weighted	5	5	61076	1892	2567	acyclic	1	2981	4.88
517	pangeblocks	DPA1-3113	mafft.op3-ep0	weighted	5	5	16267	150	200	acyclic	1	16140	99.22
518	pangeblocks	DQB1-3119	mafft.op3-ep0	weighted	5	5	9112	2825	3900	acyclic	1	6112	67.08
519	pangeblocks	C-3107	mafft.op3-ep0	weighted	5	5	3578	498	672	acyclic	1	3205	89.58
520	pangeblocks	TAP2-6891	mafft.op3-ep0	weighted	5	5	17062	263	359	acyclic	1	16657	97.63
521	pangeblocks	B-3106	mafft.op3-ep0	weighted	5	5	4186	474	646	acyclic	1	3162	75.54
522	pangeblocks	E-3133	mafft.op3-ep0	weighted	5	5	4804	13	16	acyclic	1	4796	99.83
523	pangeblocks	H-3136	mafft.op3-ep0	weighted	5	5	3422	235	315	acyclic	1	3224	94.21
524	pangeblocks	DPB1-3115	mafft.op3-ep0	weighted	5	5	14090	877	1176	acyclic	1	13383	94.98
525	pangeblocks	DRA-3122	mafft.op3-ep0	weighted	5	5	5269	178	239	acyclic	1	5112	97.02
526	pangeblocks	V-352962	mafft.op3-ep0	weighted	5	5	1098	54	74	acyclic	1	959	87.34
527	pangeblocks	MICA-100507436	mafft.op3-ep0	weighted	5	5	15801	453	611	acyclic	1	11611	73.48
528	pangeblocks	DMA-3108	mafft.op3-ep0	weighted	5	5	4520	29	38	acyclic	1	4499	99.54
529	pangeblocks	TAP1-6890	mafft.op3-ep0	weighted	5	5	8774	32	42	acyclic	1	8752	99.75
530	pangeblocks	L-3139	mafft.op3-ep0	weighted	5	5	7474	243	325	acyclic	1	7229	96.72
531	pangeblocks	DOB-3112	mafft.op3-ep0	weighted	5	5	4854	54	71	acyclic	1	3695	76.12
532	pangeblocks	J-3137	mafft.op3-ep0	weighted	5	5	4020	106	142	acyclic	1	3936	97.91
533	pangeblocks	DRB4-3126	mafft.op3-ep0	weighted	5	5	15081	250	333	acyclic	1	4829	32.02
534	pangeblocks	K-3138	mafft.op3-ep0	weighted	5	5	3303	326	442	acyclic	1	3069	92.92
535	pangeblocks	G-3135	mafft.op3-ep0	weighted	5	5	4211	165	220	acyclic	1	4090	97.13
536	pangeblocks	DOA-3111	mafft.op3-ep0	weighted	5	5	5469	116	154	acyclic	1	5393	98.61
537	pangeblocks	F-3134	mafft.op3-ep0	weighted	5	5	16138	85	115	acyclic	1	2186	13.55
538	pangeblocks	MICB-4277	mafft.op3-ep0	weighted	5	5	17130	643	879	acyclic	1	5506	32.14
539	pangeblocks	DRB1-3123	mafft.op3-ep0	weighted	5	5	24737	4328	6002	acyclic	1	8141	32.91
540	pangeblocks	L-3139	mafft.op3-ep0	nodes	0	0	7474	243	325	acyclic	1	7229	96.72
541	pangeblocks	DRA-3122	mafft.op3-ep0	nodes	0	0	5269	178	239	acyclic	1	5112	97.02
542	pangeblocks	DPA1-3113	mafft.op3-ep0	nodes	0	0	16267	150	200	acyclic	1	16140	99.22
543	pangeblocks	DQA1-3117	mafft.op3-ep0	nodes	0	0	19502	1858	2551	acyclic	1	4527	23.21
544	pangeblocks	DRB3-3125	mafft.op3-ep0	nodes	0	0	13393	638	865	acyclic	1	12816	95.69
545	pangeblocks	TAP2-6891	mafft.op3-ep0	nodes	0	0	17062	263	359	acyclic	1	16657	97.63
546	pangeblocks	DQB1-3119	mafft.op3-ep0	nodes	0	0	9102	2824	3898	acyclic	1	6112	67.15
547	pangeblocks	DPB1-3115	mafft.op3-ep0	nodes	0	0	14090	877	1176	acyclic	1	13383	94.98
548	pangeblocks	F-3134	mafft.op3-ep0	nodes	0	0	16138	85	115	acyclic	1	2186	13.55
549	pangeblocks	G-3135	mafft.op3-ep0	nodes	0	0	4211	165	220	acyclic	1	4090	97.13
550	pangeblocks	J-3137	mafft.op3-ep0	nodes	0	0	4020	106	142	acyclic	1	3936	97.91
551	pangeblocks	K-3138	mafft.op3-ep0	nodes	0	0	3303	326	442	acyclic	1	3069	92.92
552	pangeblocks	DMB-3109	mafft.op3-ep0	nodes	0	0	6578	53	70	acyclic	1	6401	97.31
553	pangeblocks	H-3136	mafft.op3-ep0	nodes	0	0	3422	235	315	acyclic	1	3224	94.21
554	pangeblocks	E-3133	mafft.op3-ep0	nodes	0	0	4804	13	16	acyclic	1	4796	99.83
555	pangeblocks	TAP1-6890	mafft.op3-ep0	nodes	0	0	8774	32	42	acyclic	1	8752	99.75
556	pangeblocks	B-3106	mafft.op3-ep0	nodes	0	0	4186	474	646	acyclic	1	3162	75.54
557	pangeblocks	DOA-3111	mafft.op3-ep0	nodes	0	0	5469	116	154	acyclic	1	5393	98.61
558	pangeblocks	C-3107	mafft.op3-ep0	nodes	0	0	3578	498	672	acyclic	1	3205	89.58
559	pangeblocks	A-3105	mafft.op3-ep0	nodes	0	0	61077	1892	2567	acyclic	1	2981	4.88
560	pangeblocks	DOB-3112	mafft.op3-ep0	nodes	0	0	4854	54	71	acyclic	1	3695	76.12
561	pangeblocks	MICB-4277	mafft.op3-ep0	nodes	0	0	17130	643	879	acyclic	1	5506	32.14
562	pangeblocks	DRB1-3123	mafft.op3-ep0	nodes	0	0	24737	4328	6002	acyclic	1	8141	32.91
563	pangeblocks	DMA-3108	mafft.op3-ep0	nodes	0	0	4520	29	38	acyclic	1	4499	99.54
564	pangeblocks	DRB4-3126	mafft.op3-ep0	nodes	0	0	15081	250	333	acyclic	1	4829	32.02
565	pangeblocks	V-352962	mafft.op3-ep0	nodes	0	0	1098	54	74	acyclic	1	959	87.34
566	pangeblocks	MICA-100507436	mafft.op3-ep0	nodes	0	0	15801	453	611	acyclic	1	11611	73.48
567	pangeblocks	DPA1-3113	mafft.op3-ep0	strings	0	0	16267	150	200	acyclic	1	16140	99.22
568	pangeblocks	DRB3-3125	mafft.op3-ep0	strings	0	0	13324	621	831	acyclic	1	12816	96.19
569	pangeblocks	DQA1-3117	mafft.op3-ep0	strings	0	0	19107	1979	2698	acyclic	1	4527	23.69
570	pangeblocks	TAP2-6891	mafft.op3-ep0	strings	0	0	17054	263	359	acyclic	1	16657	97.67
571	pangeblocks	DQB1-3119	mafft.op3-ep0	strings	0	0	8901	2887	3963	acyclic	1	6112	68.67
572	pangeblocks	L-3139	mafft.op3-ep0	strings	0	0	7473	242	324	acyclic	1	7229	96.73
573	pangeblocks	DMB-3109	mafft.op3-ep0	strings	0	0	6578	53	70	acyclic	1	6401	97.31
574	pangeblocks	DPB1-3115	mafft.op3-ep0	strings	0	0	14089	877	1176	acyclic	1	13383	94.99
575	pangeblocks	MICA-100507436	mafft.op3-ep0	strings	0	0	15799	453	611	acyclic	1	11611	73.49
576	pangeblocks	F-3134	mafft.op3-ep0	strings	0	0	16127	87	117	acyclic	1	2186	13.55
577	pangeblocks	G-3135	mafft.op3-ep0	strings	0	0	4211	165	220	acyclic	1	4090	97.13
578	pangeblocks	K-3138	mafft.op3-ep0	strings	0	0	3299	326	442	acyclic	1	3069	93.03
579	pangeblocks	J-3137	mafft.op3-ep0	strings	0	0	4020	106	142	acyclic	1	3936	97.91
580	pangeblocks	DRA-3122	mafft.op3-ep0	strings	0	0	5269	178	239	acyclic	1	5112	97.02
581	pangeblocks	B-3106	mafft.op3-ep0	strings	0	0	4176	477	649	acyclic	1	3162	75.72
582	pangeblocks	C-3107	mafft.op3-ep0	strings	0	0	3564	503	677	acyclic	1	3205	89.93
583	pangeblocks	A-3105	mafft.op3-ep0	strings	0	0	60970	1921	2600	acyclic	1	2981	4.89
584	pangeblocks	DMA-3108	mafft.op3-ep0	strings	0	0	4520	29	38	acyclic	1	4499	99.54
585	pangeblocks	V-352962	mafft.op3-ep0	strings	0	0	1014	50	66	acyclic	1	959	94.58
586	pangeblocks	H-3136	mafft.op3-ep0	strings	0	0	3422	235	315	acyclic	1	3224	94.21
587	pangeblocks	E-3133	mafft.op3-ep0	strings	0	0	4804	13	16	acyclic	1	4796	99.83
588	pangeblocks	TAP1-6890	mafft.op3-ep0	strings	0	0	8774	32	42	acyclic	1	8752	99.75
589	pangeblocks	DRB4-3126	mafft.op3-ep0	strings	0	0	15081	250	333	acyclic	1	4829	32.02
590	pangeblocks	DOA-3111	mafft.op3-ep0	strings	0	0	5469	116	154	acyclic	1	5393	98.61
591	pangeblocks	MICB-4277	mafft.op3-ep0	strings	0	0	16707	652	890	acyclic	1	5506	32.96
592	pangeblocks	DRB1-3123	mafft.op3-ep0	strings	0	0	21070	5557	7600	acyclic	1	8141	38.64
593	pangeblocks	DOB-3112	mafft.op3-ep0	strings	0	0	4854	54	71	acyclic	1	3695	76.12
594	pangeblocks	J-3137	mafft.op5-ep0	strings	0	0	4031	120	160	acyclic	1	3925	97.37
595	pangeblocks	DQB1-3119	mafft.op5-ep0	strings	0	0	8935	2907	3995	acyclic	1	6090	68.16
596	pangeblocks	K-3138	mafft.op5-ep0	strings	0	0	3300	326	442	acyclic	1	3069	93.0
597	pangeblocks	DOB-3112	mafft.op5-ep0	strings	0	0	4854	54	71	acyclic	1	3695	76.12
598	pangeblocks	TAP2-6891	mafft.op5-ep0	strings	0	0	17054	263	359	acyclic	1	16657	97.67
599	pangeblocks	DQA1-3117	mafft.op5-ep0	strings	0	0	19114	1991	2714	acyclic	1	4517	23.63
600	pangeblocks	DRB3-3125	mafft.op5-ep0	strings	0	0	13324	621	831	acyclic	1	12816	96.19
601	pangeblocks	F-3134	mafft.op5-ep0	strings	0	0	16138	97	130	acyclic	1	2175	13.48
602	pangeblocks	DOA-3111	mafft.op5-ep0	strings	0	0	5469	116	154	acyclic	1	5393	98.61
603	pangeblocks	G-3135	mafft.op5-ep0	strings	0	0	4211	165	220	acyclic	1	4090	97.13
604	pangeblocks	DPA1-3113	mafft.op5-ep0	strings	0	0	16267	150	200	acyclic	1	16140	99.22
605	pangeblocks	DMA-3108	mafft.op5-ep0	strings	0	0	4520	29	38	acyclic	1	4499	99.54
606	pangeblocks	MICA-100507436	mafft.op5-ep0	strings	0	0	15799	453	611	acyclic	1	11611	73.49
607	pangeblocks	L-3139	mafft.op5-ep0	strings	0	0	7473	242	324	acyclic	1	7229	96.73
608	pangeblocks	V-352962	mafft.op5-ep0	strings	0	0	1014	50	66	acyclic	1	959	94.58
609	pangeblocks	DPB1-3115	mafft.op5-ep0	strings	0	0	14089	877	1176	acyclic	1	13383	94.99
610	pangeblocks	TAP1-6890	mafft.op5-ep0	strings	0	0	8774	32	42	acyclic	1	8752	99.75
611	pangeblocks	DRA-3122	mafft.op5-ep0	strings	0	0	5269	178	239	acyclic	1	5112	97.02
612	pangeblocks	E-3133	mafft.op5-ep0	strings	0	0	4804	13	16	acyclic	1	4796	99.83
613	pangeblocks	DRB1-3123	mafft.op5-ep0	strings	0	0	21254	5588	7645	acyclic	1	8110	38.16
614	pangeblocks	MICB-4277	mafft.op5-ep0	strings	0	0	16707	652	890	acyclic	1	5506	32.96
615	pangeblocks	H-3136	mafft.op5-ep0	strings	0	0	3422	235	315	acyclic	1	3224	94.21
616	pangeblocks	A-3105	mafft.op5-ep0	strings	0	0	60977	1930	2613	acyclic	1	2974	4.88
617	pangeblocks	DMB-3109	mafft.op5-ep0	strings	0	0	6578	53	70	acyclic	1	6401	97.31
618	pangeblocks	B-3106	mafft.op5-ep0	strings	0	0	4176	477	649	acyclic	1	3162	75.72
619	pangeblocks	DRB4-3126	mafft.op5-ep0	strings	0	0	15080	248	330	acyclic	1	4829	32.02
620	pangeblocks	C-3107	mafft.op5-ep0	strings	0	0	3564	503	677	acyclic	1	3205	89.93
621	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	5	10	4520	29	38	acyclic	1	4499	99.54
622	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	5	10	8774	32	42	acyclic	1	8752	99.75
623	pangeblocks	V-352962	mafft.op5-ep0	weighted	5	10	1098	54	74	acyclic	1	959	87.34
624	pangeblocks	H-3136	mafft.op5-ep0	weighted	5	10	3422	235	315	acyclic	1	3224	94.21
625	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	5	10	17130	643	879	acyclic	1	5506	32.14
626	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	5	10	24816	4450	6176	acyclic	1	8110	32.68
627	pangeblocks	E-3133	mafft.op5-ep0	weighted	5	10	4804	13	16	acyclic	1	4796	99.83
628	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	5	10	15080	248	330	acyclic	1	4829	32.02
629	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	5	10	5469	116	154	acyclic	1	5393	98.61
630	pangeblocks	C-3107	mafft.op5-ep0	weighted	5	10	3576	498	672	acyclic	1	3205	89.63
631	pangeblocks	B-3106	mafft.op5-ep0	weighted	5	10	4185	474	646	acyclic	1	3162	75.56
632	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	5	10	4854	54	71	acyclic	1	3695	76.12
633	pangeblocks	A-3105	mafft.op5-ep0	weighted	5	10	61101	1891	2567	acyclic	1	2974	4.87
634	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	5	10	16267	150	200	acyclic	1	16140	99.22
635	pangeblocks	G-3135	mafft.op5-ep0	weighted	5	10	4211	165	220	acyclic	1	4090	97.13
636	pangeblocks	F-3134	mafft.op5-ep0	weighted	5	10	16141	96	129	acyclic	1	2175	13.48
637	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	5	10	19514	1870	2567	acyclic	1	4517	23.15
638	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	5	10	13393	638	865	acyclic	1	12816	95.69
639	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	5	10	6578	53	70	acyclic	1	6401	97.31
640	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	5	10	17061	263	359	acyclic	1	16657	97.63
641	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	5	10	9132	2838	3921	acyclic	1	6090	66.69
642	pangeblocks	K-3138	mafft.op5-ep0	weighted	5	10	3304	326	442	acyclic	1	3069	92.89
643	pangeblocks	J-3137	mafft.op5-ep0	weighted	5	10	4031	120	160	acyclic	1	3925	97.37
644	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	5	10	15801	453	611	acyclic	1	11611	73.48
645	pangeblocks	L-3139	mafft.op5-ep0	weighted	5	10	7474	243	325	acyclic	1	7229	96.72
646	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	5	10	5269	178	239	acyclic	1	5112	97.02
647	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	5	10	14116	877	1176	acyclic	1	13383	94.81
648	pangeblocks	A-3105	mafft.op5-ep0	weighted	7	10	61101	1891	2567	acyclic	1	2974	4.87
649	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	7	10	15080	248	330	acyclic	1	4829	32.02
650	pangeblocks	B-3106	mafft.op5-ep0	weighted	7	10	4185	474	646	acyclic	1	3162	75.56
651	pangeblocks	V-352962	mafft.op5-ep0	weighted	7	10	1098	54	74	acyclic	1	959	87.34
652	pangeblocks	C-3107	mafft.op5-ep0	weighted	7	10	3576	498	672	acyclic	1	3205	89.63
653	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	7	10	17130	643	879	acyclic	1	5506	32.14
654	pangeblocks	E-3133	mafft.op5-ep0	weighted	7	10	4804	13	16	acyclic	1	4796	99.83
655	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	7	10	4520	29	38	acyclic	1	4499	99.54
656	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	7	10	24816	4450	6176	acyclic	1	8110	32.68
657	pangeblocks	H-3136	mafft.op5-ep0	weighted	7	10	3422	235	315	acyclic	1	3224	94.21
658	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	7	10	4854	54	71	acyclic	1	3695	76.12
659	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	7	10	5469	116	154	acyclic	1	5393	98.61
660	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	7	10	8774	32	42	acyclic	1	8752	99.75
661	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	7	10	6578	53	70	acyclic	1	6401	97.31
662	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	7	10	14116	877	1176	acyclic	1	13383	94.81
663	pangeblocks	L-3139	mafft.op5-ep0	weighted	7	10	7474	243	325	acyclic	1	7229	96.72
664	pangeblocks	J-3137	mafft.op5-ep0	weighted	7	10	4031	120	160	acyclic	1	3925	97.37
665	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	7	10	13393	638	865	acyclic	1	12816	95.69
666	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	7	10	15801	453	611	acyclic	1	11611	73.48
667	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	7	10	19514	1870	2567	acyclic	1	4517	23.15
668	pangeblocks	K-3138	mafft.op5-ep0	weighted	7	10	3304	326	442	acyclic	1	3069	92.89
669	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	7	10	16267	150	200	acyclic	1	16140	99.22
670	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	7	10	9132	2838	3921	acyclic	1	6090	66.69
671	pangeblocks	F-3134	mafft.op5-ep0	weighted	7	10	16141	96	129	acyclic	1	2175	13.48
672	pangeblocks	G-3135	mafft.op5-ep0	weighted	7	10	4211	165	220	acyclic	1	4090	97.13
673	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	7	10	17061	263	359	acyclic	1	16657	97.63
674	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	7	10	5269	178	239	acyclic	1	5112	97.02
675	pangeblocks	V-352962	mafft.op5-ep0	weighted	3	5	1098	54	74	acyclic	1	959	87.34
676	pangeblocks	C-3107	mafft.op5-ep0	weighted	3	5	3576	498	672	acyclic	1	3205	89.63
677	pangeblocks	B-3106	mafft.op5-ep0	weighted	3	5	4185	474	646	acyclic	1	3162	75.56
678	pangeblocks	A-3105	mafft.op5-ep0	weighted	3	5	61102	1891	2567	acyclic	1	2974	4.87
679	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	3	5	16267	150	200	acyclic	1	16140	99.22
680	pangeblocks	H-3136	mafft.op5-ep0	weighted	3	5	3422	235	315	acyclic	1	3224	94.21
681	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	3	5	19516	1870	2567	acyclic	1	4517	23.15
682	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	3	5	13393	638	865	acyclic	1	12816	95.69
683	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	3	5	15801	453	611	acyclic	1	11611	73.48
684	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	3	5	17061	263	359	acyclic	1	16657	97.63
685	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	3	5	4520	29	38	acyclic	1	4499	99.54
686	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	3	5	9133	2838	3921	acyclic	1	6090	66.68
687	pangeblocks	E-3133	mafft.op5-ep0	weighted	3	5	4804	13	16	acyclic	1	4796	99.83
688	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	3	5	5469	116	154	acyclic	1	5393	98.61
689	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	3	5	4854	54	71	acyclic	1	3695	76.12
690	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	3	5	14116	877	1176	acyclic	1	13383	94.81
691	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	3	5	6578	53	70	acyclic	1	6401	97.31
692	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	3	5	8774	32	42	acyclic	1	8752	99.75
693	pangeblocks	L-3139	mafft.op5-ep0	weighted	3	5	7474	243	325	acyclic	1	7229	96.72
694	pangeblocks	G-3135	mafft.op5-ep0	weighted	3	5	4211	165	220	acyclic	1	4090	97.13
695	pangeblocks	F-3134	mafft.op5-ep0	weighted	3	5	16141	96	129	acyclic	1	2175	13.48
696	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	3	5	17130	643	879	acyclic	1	5506	32.14
697	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	3	5	24819	4450	6176	acyclic	1	8110	32.68
698	pangeblocks	J-3137	mafft.op5-ep0	weighted	3	5	4031	120	160	acyclic	1	3925	97.37
699	pangeblocks	K-3138	mafft.op5-ep0	weighted	3	5	3304	326	442	acyclic	1	3069	92.89
700	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	3	5	15080	248	330	acyclic	1	4829	32.02
701	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	3	5	5269	178	239	acyclic	1	5112	97.02
702	pangeblocks	J-3137	mafft.op5-ep0	weighted	3	10	4031	120	160	acyclic	1	3925	97.37
703	pangeblocks	K-3138	mafft.op5-ep0	weighted	3	10	3304	326	442	acyclic	1	3069	92.89
704	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	3	10	4854	54	71	acyclic	1	3695	76.12
705	pangeblocks	F-3134	mafft.op5-ep0	weighted	3	10	16141	96	129	acyclic	1	2175	13.48
706	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	3	10	5469	116	154	acyclic	1	5393	98.61
707	pangeblocks	G-3135	mafft.op5-ep0	weighted	3	10	4211	165	220	acyclic	1	4090	97.13
708	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	3	10	9132	2838	3921	acyclic	1	6090	66.69
709	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	3	10	17061	263	359	acyclic	1	16657	97.63
710	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	3	10	13393	638	865	acyclic	1	12816	95.69
711	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	3	10	19514	1870	2567	acyclic	1	4517	23.15
712	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	3	10	16267	150	200	acyclic	1	16140	99.22
713	pangeblocks	V-352962	mafft.op5-ep0	weighted	3	10	1098	54	74	acyclic	1	959	87.34
714	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	3	10	4520	29	38	acyclic	1	4499	99.54
715	pangeblocks	L-3139	mafft.op5-ep0	weighted	3	10	7474	243	325	acyclic	1	7229	96.72
716	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	3	10	14116	877	1176	acyclic	1	13383	94.81
717	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	3	10	15801	453	611	acyclic	1	11611	73.48
718	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	3	10	8774	32	42	acyclic	1	8752	99.75
719	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	3	10	5269	178	239	acyclic	1	5112	97.02
720	pangeblocks	A-3105	mafft.op5-ep0	weighted	3	10	61101	1891	2567	acyclic	1	2974	4.87
721	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	3	10	24816	4450	6176	acyclic	1	8110	32.68
722	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	3	10	6578	53	70	acyclic	1	6401	97.31
723	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	3	10	17130	643	879	acyclic	1	5506	32.14
724	pangeblocks	B-3106	mafft.op5-ep0	weighted	3	10	4185	474	646	acyclic	1	3162	75.56
725	pangeblocks	C-3107	mafft.op5-ep0	weighted	3	10	3576	498	672	acyclic	1	3205	89.63
726	pangeblocks	E-3133	mafft.op5-ep0	weighted	3	10	4804	13	16	acyclic	1	4796	99.83
727	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	3	10	15080	248	330	acyclic	1	4829	32.02
728	pangeblocks	H-3136	mafft.op5-ep0	weighted	3	10	3422	235	315	acyclic	1	3224	94.21
729	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	5	5	15801	453	611	acyclic	1	11611	73.48
730	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	5	5	15080	248	330	acyclic	1	4829	32.02
731	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	5	5	6578	53	70	acyclic	1	6401	97.31
732	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	5	5	17130	643	879	acyclic	1	5506	32.14
733	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	5	5	24819	4450	6176	acyclic	1	8110	32.68
734	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	5	5	5269	178	239	acyclic	1	5112	97.02
735	pangeblocks	E-3133	mafft.op5-ep0	weighted	5	5	4804	13	16	acyclic	1	4796	99.83
