,tool,gfa_id,msa,obj_function,penalization,min_len,len_graph,n_nodes,n_edges,is_acyclic,weakly_connected_components
556,pangeblocks,B-3106,mafft.op3-ep0,nodes,0,0,4186,474,646,acyclic,1
557,pangeblocks,DOA-3111,mafft.op3-ep0,nodes,0,0,5469,116,154,acyclic,1
558,pangeblocks,C-3107,mafft.op3-ep0,nodes,0,0,3578,498,672,acyclic,1
559,pangeblocks,A-3105,mafft.op3-ep0,nodes,0,0,61077,1892,2567,acyclic,1
560,pangeblocks,DOB-3112,mafft.op3-ep0,nodes,0,0,4854,54,71,acyclic,1
561,pangeblocks,MICB-4277,mafft.op3-ep0,nodes,0,0,17130,643,879,acyclic,1
562,pangeblocks,DRB1-3123,mafft.op3-ep0,nodes,0,0,24737,4328,6002,acyclic,1
563,pangeblocks,DMA-3108,mafft.op3-ep0,nodes,0,0,4520,29,38,acyclic,1
564,pangeblocks,DRB4-3126,mafft.op3-ep0,nodes,0,0,15081,250,333,acyclic,1
565,pangeblocks,V-352962,mafft.op3-ep0,nodes,0,0,1098,54,74,acyclic,1
566,pangeblocks,MICA-100507436,mafft.op3-ep0,nodes,0,0,15801,453,611,acyclic,1
567,pangeblocks,DPA1-3113,mafft.op3-ep0,strings,0,0,16267,150,200,acyclic,1
568,pangeblocks,DRB3-3125,mafft.op3-ep0,strings,0,0,13324,621,831,acyclic,1
569,pangeblocks,DQA1-3117,mafft.op3-ep0,strings,0,0,19107,1979,2698,acyclic,1
570,pangeblocks,TAP2-6891,mafft.op3-ep0,strings,0,0,17054,263,359,acyclic,1
571,pangeblocks,DQB1-3119,mafft.op3-ep0,strings,0,0,8901,2887,3963,acyclic,1
572,pangeblocks,L-3139,mafft.op3-ep0,strings,0,0,7473,242,324,acyclic,1
573,pangeblocks,DMB-3109,mafft.op3-ep0,strings,0,0,6578,53,70,acyclic,1
574,pangeblocks,DPB1-3115,mafft.op3-ep0,strings,0,0,14089,877,1176,acyclic,1
575,pangeblocks,MICA-100507436,mafft.op3-ep0,strings,0,0,15799,453,611,acyclic,1
576,pangeblocks,F-3134,mafft.op3-ep0,strings,0,0,16127,87,117,acyclic,1
577,pangeblocks,G-3135,mafft.op3-ep0,strings,0,0,4211,165,220,acyclic,1
578,pangeblocks,K-3138,mafft.op3-ep0,strings,0,0,3299,326,442,acyclic,1
579,pangeblocks,J-3137,mafft.op3-ep0,strings,0,0,4020,106,142,acyclic,1
580,pangeblocks,DRA-3122,mafft.op3-ep0,strings,0,0,5269,178,239,acyclic,1
581,pangeblocks,B-3106,mafft.op3-ep0,strings,0,0,4176,477,649,acyclic,1
582,pangeblocks,C-3107,mafft.op3-ep0,strings,0,0,3564,503,677,acyclic,1
583,pangeblocks,A-3105,mafft.op3-ep0,strings,0,0,60970,1921,2600,acyclic,1
584,pangeblocks,DMA-3108,mafft.op3-ep0,strings,0,0,4520,29,38,acyclic,1
585,pangeblocks,V-352962,mafft.op3-ep0,strings,0,0,1014,50,66,acyclic,1
586,pangeblocks,H-3136,mafft.op3-ep0,strings,0,0,3422,235,315,acyclic,1
587,pangeblocks,E-3133,mafft.op3-ep0,strings,0,0,4804,13,16,acyclic,1
588,pangeblocks,TAP1-6890,mafft.op3-ep0,strings,0,0,8774,32,42,acyclic,1
589,pangeblocks,DRB4-3126,mafft.op3-ep0,strings,0,0,15081,250,333,acyclic,1
590,pangeblocks,DOA-3111,mafft.op3-ep0,strings,0,0,5469,116,154,acyclic,1
591,pangeblocks,MICB-4277,mafft.op3-ep0,strings,0,0,16707,652,890,acyclic,1
592,pangeblocks,DRB1-3123,mafft.op3-ep0,strings,0,0,21070,5557,7600,acyclic,1
593,pangeblocks,DOB-3112,mafft.op3-ep0,strings,0,0,4854,54,71,acyclic,1
594,pangeblocks,J-3137,mafft.op5-ep0,strings,0,0,4031,120,160,acyclic,1
595,pangeblocks,DQB1-3119,mafft.op5-ep0,strings,0,0,8935,2907,3995,acyclic,1
596,pangeblocks,K-3138,mafft.op5-ep0,strings,0,0,3300,326,442,acyclic,1
597,pangeblocks,DOB-3112,mafft.op5-ep0,strings,0,0,4854,54,71,acyclic,1
598,pangeblocks,TAP2-6891,mafft.op5-ep0,strings,0,0,17054,263,359,acyclic,1
599,pangeblocks,DQA1-3117,mafft.op5-ep0,strings,0,0,19114,1991,2714,acyclic,1
600,pangeblocks,DRB3-3125,mafft.op5-ep0,strings,0,0,13324,621,831,acyclic,1
601,pangeblocks,F-3134,mafft.op5-ep0,strings,0,0,16138,97,130,acyclic,1
602,pangeblocks,DOA-3111,mafft.op5-ep0,strings,0,0,5469,116,154,acyclic,1
603,pangeblocks,G-3135,mafft.op5-ep0,strings,0,0,4211,165,220,acyclic,1
604,pangeblocks,DPA1-3113,mafft.op5-ep0,strings,0,0,16267,150,200,acyclic,1
605,pangeblocks,DMA-3108,mafft.op5-ep0,strings,0,0,4520,29,38,acyclic,1
606,pangeblocks,MICA-100507436,mafft.op5-ep0,strings,0,0,15799,453,611,acyclic,1
607,pangeblocks,L-3139,mafft.op5-ep0,strings,0,0,7473,242,324,acyclic,1
608,pangeblocks,V-352962,mafft.op5-ep0,strings,0,0,1014,50,66,acyclic,1
609,pangeblocks,DPB1-3115,mafft.op5-ep0,strings,0,0,14089,877,1176,acyclic,1
610,pangeblocks,TAP1-6890,mafft.op5-ep0,strings,0,0,8774,32,42,acyclic,1
611,pangeblocks,DRA-3122,mafft.op5-ep0,strings,0,0,5269,178,239,acyclic,1
612,pangeblocks,E-3133,mafft.op5-ep0,strings,0,0,4804,13,16,acyclic,1
613,pangeblocks,DRB1-3123,mafft.op5-ep0,strings,0,0,21254,5588,7645,acyclic,1
614,pangeblocks,MICB-4277,mafft.op5-ep0,strings,0,0,16707,652,890,acyclic,1
615,pangeblocks,H-3136,mafft.op5-ep0,strings,0,0,3422,235,315,acyclic,1
616,pangeblocks,A-3105,mafft.op5-ep0,strings,0,0,60977,1930,2613,acyclic,1
617,pangeblocks,DMB-3109,mafft.op5-ep0,strings,0,0,6578,53,70,acyclic,1
618,pangeblocks,B-3106,mafft.op5-ep0,strings,0,0,4176,477,649,acyclic,1
619,pangeblocks,DRB4-3126,mafft.op5-ep0,strings,0,0,15080,248,330,acyclic,1
620,pangeblocks,C-3107,mafft.op5-ep0,strings,0,0,3564,503,677,acyclic,1
621,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,5,10,4520,29,38,acyclic,1
622,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,5,10,8774,32,42,acyclic,1
623,pangeblocks,V-352962,mafft.op5-ep0,weighted,5,10,1098,54,74,acyclic,1
624,pangeblocks,H-3136,mafft.op5-ep0,weighted,5,10,3422,235,315,acyclic,1
625,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,5,10,17130,643,879,acyclic,1
626,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,5,10,24816,4450,6176,acyclic,1
627,pangeblocks,E-3133,mafft.op5-ep0,weighted,5,10,4804,13,16,acyclic,1
628,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,5,10,15080,248,330,acyclic,1
629,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,5,10,5469,116,154,acyclic,1
630,pangeblocks,C-3107,mafft.op5-ep0,weighted,5,10,3576,498,672,acyclic,1
631,pangeblocks,B-3106,mafft.op5-ep0,weighted,5,10,4185,474,646,acyclic,1
632,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,5,10,4854,54,71,acyclic,1
633,pangeblocks,A-3105,mafft.op5-ep0,weighted,5,10,61101,1891,2567,acyclic,1
634,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,5,10,16267,150,200,acyclic,1
635,pangeblocks,G-3135,mafft.op5-ep0,weighted,5,10,4211,165,220,acyclic,1
636,pangeblocks,F-3134,mafft.op5-ep0,weighted,5,10,16141,96,129,acyclic,1
637,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,5,10,19514,1870,2567,acyclic,1
638,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,5,10,13393,638,865,acyclic,1
639,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,5,10,6578,53,70,acyclic,1
640,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,5,10,17061,263,359,acyclic,1
641,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,5,10,9132,2838,3921,acyclic,1
642,pangeblocks,K-3138,mafft.op5-ep0,weighted,5,10,3304,326,442,acyclic,1
643,pangeblocks,J-3137,mafft.op5-ep0,weighted,5,10,4031,120,160,acyclic,1
644,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,5,10,15801,453,611,acyclic,1
645,pangeblocks,L-3139,mafft.op5-ep0,weighted,5,10,7474,243,325,acyclic,1
646,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,5,10,5269,178,239,acyclic,1
647,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,5,10,14116,877,1176,acyclic,1
648,pangeblocks,A-3105,mafft.op5-ep0,weighted,7,10,61101,1891,2567,acyclic,1
649,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,7,10,15080,248,330,acyclic,1
650,pangeblocks,B-3106,mafft.op5-ep0,weighted,7,10,4185,474,646,acyclic,1
651,pangeblocks,V-352962,mafft.op5-ep0,weighted,7,10,1098,54,74,acyclic,1
652,pangeblocks,C-3107,mafft.op5-ep0,weighted,7,10,3576,498,672,acyclic,1
653,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,7,10,17130,643,879,acyclic,1
654,pangeblocks,E-3133,mafft.op5-ep0,weighted,7,10,4804,13,16,acyclic,1
655,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,7,10,4520,29,38,acyclic,1
656,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,7,10,24816,4450,6176,acyclic,1
657,pangeblocks,H-3136,mafft.op5-ep0,weighted,7,10,3422,235,315,acyclic,1
658,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,7,10,4854,54,71,acyclic,1
659,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,7,10,5469,116,154,acyclic,1
660,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,7,10,8774,32,42,acyclic,1
661,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,7,10,6578,53,70,acyclic,1
662,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,7,10,14116,877,1176,acyclic,1
663,pangeblocks,L-3139,mafft.op5-ep0,weighted,7,10,7474,243,325,acyclic,1
664,pangeblocks,J-3137,mafft.op5-ep0,weighted,7,10,4031,120,160,acyclic,1
665,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,7,10,13393,638,865,acyclic,1
666,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,7,10,15801,453,611,acyclic,1
667,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,7,10,19514,1870,2567,acyclic,1
668,pangeblocks,K-3138,mafft.op5-ep0,weighted,7,10,3304,326,442,acyclic,1
669,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,7,10,16267,150,200,acyclic,1
670,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,7,10,9132,2838,3921,acyclic,1
671,pangeblocks,F-3134,mafft.op5-ep0,weighted,7,10,16141,96,129,acyclic,1
672,pangeblocks,G-3135,mafft.op5-ep0,weighted,7,10,4211,165,220,acyclic,1
673,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,7,10,17061,263,359,acyclic,1
674,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,7,10,5269,178,239,acyclic,1
675,pangeblocks,V-352962,mafft.op5-ep0,weighted,3,5,1098,54,74,acyclic,1
676,pangeblocks,C-3107,mafft.op5-ep0,weighted,3,5,3576,498,672,acyclic,1
677,pangeblocks,B-3106,mafft.op5-ep0,weighted,3,5,4185,474,646,acyclic,1
678,pangeblocks,A-3105,mafft.op5-ep0,weighted,3,5,61102,1891,2567,acyclic,1
679,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,3,5,16267,150,200,acyclic,1
680,pangeblocks,H-3136,mafft.op5-ep0,weighted,3,5,3422,235,315,acyclic,1
681,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,3,5,19516,1870,2567,acyclic,1
682,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,3,5,13393,638,865,acyclic,1
683,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,3,5,15801,453,611,acyclic,1
684,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,3,5,17061,263,359,acyclic,1
685,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,3,5,4520,29,38,acyclic,1
686,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,3,5,9133,2838,3921,acyclic,1
687,pangeblocks,E-3133,mafft.op5-ep0,weighted,3,5,4804,13,16,acyclic,1
688,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,3,5,5469,116,154,acyclic,1
689,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,3,5,4854,54,71,acyclic,1
690,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,3,5,14116,877,1176,acyclic,1
691,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,3,5,6578,53,70,acyclic,1
692,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,3,5,8774,32,42,acyclic,1
693,pangeblocks,L-3139,mafft.op5-ep0,weighted,3,5,7474,243,325,acyclic,1
694,pangeblocks,G-3135,mafft.op5-ep0,weighted,3,5,4211,165,220,acyclic,1
695,pangeblocks,F-3134,mafft.op5-ep0,weighted,3,5,16141,96,129,acyclic,1
696,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,3,5,17130,643,879,acyclic,1
697,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,3,5,24819,4450,6176,acyclic,1
698,pangeblocks,J-3137,mafft.op5-ep0,weighted,3,5,4031,120,160,acyclic,1
699,pangeblocks,K-3138,mafft.op5-ep0,weighted,3,5,3304,326,442,acyclic,1
700,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,3,5,15080,248,330,acyclic,1
701,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,3,5,5269,178,239,acyclic,1
702,pangeblocks,J-3137,mafft.op5-ep0,weighted,3,10,4031,120,160,acyclic,1
703,pangeblocks,K-3138,mafft.op5-ep0,weighted,3,10,3304,326,442,acyclic,1
704,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,3,10,4854,54,71,acyclic,1
705,pangeblocks,F-3134,mafft.op5-ep0,weighted,3,10,16141,96,129,acyclic,1
706,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,3,10,5469,116,154,acyclic,1
707,pangeblocks,G-3135,mafft.op5-ep0,weighted,3,10,4211,165,220,acyclic,1
708,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,3,10,9132,2838,3921,acyclic,1
709,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,3,10,17061,263,359,acyclic,1
710,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,3,10,13393,638,865,acyclic,1
711,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,3,10,19514,1870,2567,acyclic,1
712,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,3,10,16267,150,200,acyclic,1
713,pangeblocks,V-352962,mafft.op5-ep0,weighted,3,10,1098,54,74,acyclic,1
714,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,3,10,4520,29,38,acyclic,1
715,pangeblocks,L-3139,mafft.op5-ep0,weighted,3,10,7474,243,325,acyclic,1
716,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,3,10,14116,877,1176,acyclic,1
717,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,3,10,15801,453,611,acyclic,1
718,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,3,10,8774,32,42,acyclic,1
719,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,3,10,5269,178,239,acyclic,1
720,pangeblocks,A-3105,mafft.op5-ep0,weighted,3,10,61101,1891,2567,acyclic,1
721,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,3,10,24816,4450,6176,acyclic,1
722,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,3,10,6578,53,70,acyclic,1
723,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,3,10,17130,643,879,acyclic,1
724,pangeblocks,B-3106,mafft.op5-ep0,weighted,3,10,4185,474,646,acyclic,1
725,pangeblocks,C-3107,mafft.op5-ep0,weighted,3,10,3576,498,672,acyclic,1
726,pangeblocks,E-3133,mafft.op5-ep0,weighted,3,10,4804,13,16,acyclic,1
727,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,3,10,15080,248,330,acyclic,1
728,pangeblocks,H-3136,mafft.op5-ep0,weighted,3,10,3422,235,315,acyclic,1
729,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,5,5,15801,453,611,acyclic,1
730,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,5,5,15080,248,330,acyclic,1
731,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,5,5,6578,53,70,acyclic,1
732,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,5,5,17130,643,879,acyclic,1
733,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,5,5,24819,4450,6176,acyclic,1
734,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,5,5,5269,178,239,acyclic,1
735,pangeblocks,E-3133,mafft.op5-ep0,weighted,5,5,4804,13,16,acyclic,1
736,pangeblocks,H-3136,mafft.op5-ep0,weighted,5,5,3422,235,315,acyclic,1
737,pangeblocks,A-3105,mafft.op5-ep0,weighted,5,5,61102,1891,2567,acyclic,1
738,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,5,5,8774,32,42,acyclic,1
739,pangeblocks,C-3107,mafft.op5-ep0,weighted,5,5,3576,498,672,acyclic,1
740,pangeblocks,B-3106,mafft.op5-ep0,weighted,5,5,4185,474,646,acyclic,1
741,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,5,5,4520,29,38,acyclic,1
742,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,5,5,14116,877,1176,acyclic,1
743,pangeblocks,J-3137,mafft.op5-ep0,weighted,5,5,4031,120,160,acyclic,1
744,pangeblocks,K-3138,mafft.op5-ep0,weighted,5,5,3304,326,442,acyclic,1
745,pangeblocks,V-352962,mafft.op5-ep0,weighted,5,5,1098,54,74,acyclic,1
746,pangeblocks,G-3135,mafft.op5-ep0,weighted,5,5,4211,165,220,acyclic,1
747,pangeblocks,F-3134,mafft.op5-ep0,weighted,5,5,16141,96,129,acyclic,1
748,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,5,5,13393,638,865,acyclic,1
749,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,5,5,19516,1870,2567,acyclic,1
750,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,5,5,16267,150,200,acyclic,1
751,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,5,5,9143,2839,3923,acyclic,1
752,pangeblocks,L-3139,mafft.op5-ep0,weighted,5,5,7474,243,325,acyclic,1
753,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,5,5,17061,263,359,acyclic,1
754,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,5,5,4854,54,71,acyclic,1
755,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,5,5,5469,116,154,acyclic,1
756,pangeblocks,G-3135,mafft.op5-ep0,weighted,7,3,4211,165,220,acyclic,1
757,pangeblocks,F-3134,mafft.op5-ep0,weighted,7,3,16141,96,129,acyclic,1
758,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,7,3,8774,32,42,acyclic,1
759,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,7,3,5269,178,239,acyclic,1
760,pangeblocks,J-3137,mafft.op5-ep0,weighted,7,3,4031,120,160,acyclic,1
761,pangeblocks,K-3138,mafft.op5-ep0,weighted,7,3,3306,326,442,acyclic,1
762,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,7,3,24820,4451,6177,acyclic,1
763,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,7,3,17130,643,879,acyclic,1
764,pangeblocks,L-3139,mafft.op5-ep0,weighted,7,3,7474,243,325,acyclic,1
765,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,7,3,15080,248,330,acyclic,1
766,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,7,3,15801,453,611,acyclic,1
767,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,7,3,6578,53,70,acyclic,1
768,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,7,3,17061,263,359,acyclic,1
769,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,7,3,5469,116,154,acyclic,1
770,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,7,3,9156,2839,3923,acyclic,1
771,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,7,3,16267,150,200,acyclic,1
772,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,7,3,19515,1870,2567,acyclic,1
773,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,7,3,13393,638,865,acyclic,1
774,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,7,3,4854,54,71,acyclic,1
775,pangeblocks,C-3107,mafft.op5-ep0,weighted,7,3,3576,498,672,acyclic,1
776,pangeblocks,B-3106,mafft.op5-ep0,weighted,7,3,4185,474,646,acyclic,1
777,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,7,3,4520,29,38,acyclic,1
778,pangeblocks,A-3105,mafft.op5-ep0,weighted,7,3,61102,1891,2567,acyclic,1
779,pangeblocks,H-3136,mafft.op5-ep0,weighted,7,3,3422,235,315,acyclic,1
780,pangeblocks,V-352962,mafft.op5-ep0,weighted,7,3,1098,54,74,acyclic,1
781,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,7,3,14116,877,1176,acyclic,1
782,pangeblocks,E-3133,mafft.op5-ep0,weighted,7,3,4804,13,16,acyclic,1
783,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,3,3,8774,32,42,acyclic,1
784,pangeblocks,F-3134,mafft.op5-ep0,weighted,3,3,16141,96,129,acyclic,1
785,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,3,3,5469,116,154,acyclic,1
786,pangeblocks,G-3135,mafft.op5-ep0,weighted,3,3,4211,165,220,acyclic,1
787,pangeblocks,K-3138,mafft.op5-ep0,weighted,3,3,3306,326,442,acyclic,1
788,pangeblocks,J-3137,mafft.op5-ep0,weighted,3,3,4031,120,160,acyclic,1
789,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,3,3,4854,54,71,acyclic,1
790,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,3,3,15801,453,611,acyclic,1
791,pangeblocks,L-3139,mafft.op5-ep0,weighted,3,3,7474,243,325,acyclic,1
792,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,3,3,17130,643,879,acyclic,1
793,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,3,3,4520,29,38,acyclic,1
794,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,3,3,24820,4451,6177,acyclic,1
795,pangeblocks,V-352962,mafft.op5-ep0,weighted,3,3,1098,54,74,acyclic,1
796,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,3,3,15080,248,330,acyclic,1
797,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,3,3,5269,178,239,acyclic,1
798,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,3,3,19515,1870,2567,acyclic,1
799,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,3,3,13393,638,865,acyclic,1
800,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,3,3,16267,150,200,acyclic,1
801,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,3,3,9146,2838,3921,acyclic,1
802,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,3,3,17061,263,359,acyclic,1
803,pangeblocks,H-3136,mafft.op5-ep0,weighted,3,3,3422,235,315,acyclic,1
804,pangeblocks,E-3133,mafft.op5-ep0,weighted,3,3,4804,13,16,acyclic,1
805,pangeblocks,B-3106,mafft.op5-ep0,weighted,3,3,4185,474,646,acyclic,1
806,pangeblocks,C-3107,mafft.op5-ep0,weighted,3,3,3576,498,672,acyclic,1
807,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,3,3,14116,877,1176,acyclic,1
808,pangeblocks,A-3105,mafft.op5-ep0,weighted,3,3,61102,1891,2567,acyclic,1
809,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,3,3,6578,53,70,acyclic,1
810,pangeblocks,TAP2-6891,mafft.op5-ep0,weighted,5,3,17061,263,359,acyclic,1
811,pangeblocks,DQB1-3119,mafft.op5-ep0,weighted,5,3,9156,2839,3923,acyclic,1
812,pangeblocks,DPA1-3113,mafft.op5-ep0,weighted,5,3,16267,150,200,acyclic,1
813,pangeblocks,DRB3-3125,mafft.op5-ep0,weighted,5,3,13393,638,865,acyclic,1
814,pangeblocks,DQA1-3117,mafft.op5-ep0,weighted,5,3,19515,1870,2567,acyclic,1
815,pangeblocks,DRA-3122,mafft.op5-ep0,weighted,5,3,5269,178,239,acyclic,1
816,pangeblocks,J-3137,mafft.op5-ep0,weighted,5,3,4031,120,160,acyclic,1
817,pangeblocks,MICA-100507436,mafft.op5-ep0,weighted,5,3,15801,453,611,acyclic,1
818,pangeblocks,K-3138,mafft.op5-ep0,weighted,5,3,3306,326,442,acyclic,1
819,pangeblocks,G-3135,mafft.op5-ep0,weighted,5,3,4211,165,220,acyclic,1
820,pangeblocks,F-3134,mafft.op5-ep0,weighted,5,3,16141,96,129,acyclic,1
821,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,5,3,6578,53,70,acyclic,1
822,pangeblocks,DPB1-3115,mafft.op5-ep0,weighted,5,3,14116,877,1176,acyclic,1
823,pangeblocks,L-3139,mafft.op5-ep0,weighted,5,3,7474,243,325,acyclic,1
824,pangeblocks,DOB-3112,mafft.op5-ep0,weighted,5,3,4854,54,71,acyclic,1
825,pangeblocks,DOA-3111,mafft.op5-ep0,weighted,5,3,5469,116,154,acyclic,1
826,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,5,3,8774,32,42,acyclic,1
827,pangeblocks,E-3133,mafft.op5-ep0,weighted,5,3,4804,13,16,acyclic,1
828,pangeblocks,H-3136,mafft.op5-ep0,weighted,5,3,3422,235,315,acyclic,1
829,pangeblocks,DRB4-3126,mafft.op5-ep0,weighted,5,3,15080,248,330,acyclic,1
830,pangeblocks,V-352962,mafft.op5-ep0,weighted,5,3,1098,54,74,acyclic,1
831,pangeblocks,DRB1-3123,mafft.op5-ep0,weighted,5,3,24820,4451,6177,acyclic,1
832,pangeblocks,DMA-3108,mafft.op5-ep0,weighted,5,3,4520,29,38,acyclic,1
833,pangeblocks,A-3105,mafft.op5-ep0,weighted,5,3,61102,1891,2567,acyclic,1
834,pangeblocks,C-3107,mafft.op5-ep0,weighted,5,3,3576,498,672,acyclic,1
835,pangeblocks,MICB-4277,mafft.op5-ep0,weighted,5,3,17130,643,879,acyclic,1
836,pangeblocks,B-3106,mafft.op5-ep0,weighted,5,3,4185,474,646,acyclic,1
837,pangeblocks,TAP1-6890,mafft.op5-ep0,weighted,7,5,8774,32,42,acyclic,1
838,pangeblocks,A-3105,mafft.op5-ep0,weighted,7,5,61102,1891,2567,acyclic,1
839,pangeblocks,B-3106,mafft.op5-ep0,weighted,7,5,4185,474,646,acyclic,1
840,pangeblocks,DMB-3109,mafft.op5-ep0,weighted,7,5,6578,53,70,acyclic,1
841,pangeblocks,C-3107,mafft.op5-ep0,weighted,7,5,3576,498,672,acyclic,1
